137,33,217,160,1.000000
137,33,217,160,0.998489
137,33,217,160,0.998291
137,33,217,160,0.996927
137,33,217,160,0.997056
137,33,217,160,0.996467
137,33,217,160,0.996521
137,33,217,160,0.997421
137,33,217,160,0.996419
137,33,217,160,0.995499
133,32,213,159,0.863934
129,32,209,159,0.709151
127,32,207,159,0.666039
126,32,206,159,0.638890
126,32,206,159,0.707857
130,32,211,160,0.791343
135,32,216,161,0.884664
141,32,222,161,0.767525
145,32,226,161,0.678462
150,32,231,160,0.646838
153,32,234,160,0.599551
156,32,237,160,0.585192
157,32,238,160,0.573861
159,32,240,160,0.565134
159,32,240,160,0.562743
159,32,240,160,0.566608
157,32,238,160,0.577357
154,32,235,161,0.592888
151,32,232,161,0.638499
149,32,230,161,0.669483
146,32,227,161,0.713309
143,32,224,161,0.771659
142,32,223,161,0.812676
141,32,222,161,0.847769
141,32,222,161,0.854499
141,32,222,160,0.853222
140,32,221,160,0.850096
140,32,221,160,0.836080
139,32,220,160,0.823814
140,32,221,160,0.805344
139,32,220,160,0.825731
137,33,218,161,0.793406
140,33,221,160,0.754063
142,33,223,160,0.824542
142,34,223,161,0.814472
138,34,219,161,0.685482
134,34,215,161,0.622328
134,34,215,161,0.656964
137,34,218,161,0.697149
138,35,219,161,0.672980
138,34,219,160,0.690606
139,34,220,160,0.664418
141,34,222,160,0.655221
141,34,222,160,0.694125
139,34,220,161,0.709050
139,34,220,161,0.727934
139,34,220,161,0.706169
138,34,219,161,0.665777
137,34,218,161,0.676125
136,34,217,161,0.672702
136,34,217,161,0.709602
137,34,218,161,0.684277
138,34,219,161,0.682802
138,34,219,161,0.689339
138,34,219,161,0.676241
138,34,219,161,0.677668
138,34,219,161,0.669397
138,34,219,161,0.671601
138,34,219,161,0.690244
138,34,219,161,0.692562
137,34,218,161,0.697218
137,34,218,161,0.715696
137,34,218,161,0.683410
137,33,218,160,0.670559
138,32,219,159,0.777005
138,32,219,159,0.739386
137,32,218,159,0.697517
137,31,218,158,0.725422
136,30,217,157,0.709413
134,29,215,156,0.675748
135,29,216,156,0.683270
136,30,217,157,0.710503
137,32,219,160,0.740263
136,36,220,167,0.616604
135,39,221,173,0.587182
135,42,221,176,0.544290
135,43,221,177,0.536330
136,42,222,175,0.562305
137,41,221,172,0.624365
137,39,221,170,0.640172
138,37,221,167,0.637526
138,37,221,167,0.636925
137,36,220,166,0.631805
137,36,219,166,0.654859
135,36,217,166,0.660839
136,36,217,165,0.685687
137,37,217,165,0.673033
136,37,216,165,0.685119
134,37,214,165,0.672390
133,37,213,165,0.614636
132,37,212,165,0.590801
132,37,212,165,0.607370
131,37,211,165,0.610601
130,38,210,166,0.598043
130,38,210,166,0.562104
130,38,210,166,0.552661
129,38,209,166,0.556477
128,38,208,166,0.566271
128,38,208,166,0.583291
128,38,208,166,0.603487
129,38,209,166,0.613854
129,39,209,167,0.582859
129,39,209,167,0.550146
128,39,208,167,0.551756
128,39,208,167,0.558070
124,39,203,166,0.579768
119,39,197,165,0.591041
114,40,192,165,0.598827
112,40,190,165,0.591744
113,40,191,165,0.604261
117,39,196,165,0.579471
128,38,208,165,0.617836
138,37,219,165,0.647475
146,37,227,165,0.609799
151,37,232,165,0.634290
153,37,234,165,0.668537
153,37,234,165,0.671482
152,37,233,165,0.656584
150,37,231,166,0.609420
148,37,229,166,0.586528
145,37,226,166,0.593584
143,37,224,166,0.619186
141,38,222,167,0.612760
140,38,221,167,0.576094
139,38,220,167,0.580637
139,38,220,166,0.570640
138,38,219,166,0.583568
137,38,218,166,0.562748
136,38,217,166,0.553142
136,38,217,166,0.544470
136,38,217,166,0.547571
135,38,216,166,0.545228
135,38,216,166,0.544815
135,38,216,166,0.541653
134,38,215,165,0.572044
134,38,215,164,0.584607
134,38,215,164,0.594182
135,38,216,164,0.600647
136,38,217,164,0.627893
136,38,217,164,0.647368
136,38,217,164,0.649604
136,38,217,164,0.654261
136,38,217,164,0.655121
136,38,217,164,0.670178
136,38,217,164,0.671041
136,37,217,163,0.668585
136,37,217,163,0.720862
136,37,217,163,0.726332
136,37,217,163,0.719160
136,37,217,163,0.718545
136,37,217,163,0.719211
136,37,217,163,0.718675
136,37,217,163,0.717983
136,37,217,163,0.717553
136,37,217,163,0.712227
136,37,217,163,0.702736
136,37,217,163,0.704665
136,37,217,163,0.704694
136,37,217,163,0.692107
136,37,217,163,0.697471
136,37,217,163,0.717772
136,37,217,163,0.718262
136,37,217,163,0.710310
136,37,217,163,0.712682
136,37,217,163,0.713027
136,37,217,163,0.703836
136,37,217,163,0.702235
136,37,217,163,0.706222
136,37,217,163,0.704329
136,37,217,163,0.703850
136,37,217,163,0.717535
136,37,217,163,0.731858
136,37,217,163,0.729213
136,37,217,163,0.730981
136,37,217,163,0.728799
136,37,217,163,0.723172
136,37,217,163,0.726503
136,37,217,163,0.722031
136,37,217,163,0.716455
137,37,218,163,0.710325
137,37,218,163,0.731535
137,37,218,163,0.734111
137,37,218,163,0.733989
136,37,217,163,0.736123
136,37,217,163,0.688753
136,37,217,163,0.720821
136,37,217,163,0.724265
136,37,217,163,0.725159
136,37,217,163,0.713717
137,37,218,163,0.720649
137,37,218,163,0.735519
137,37,218,163,0.735728
136,37,217,163,0.734132
136,37,217,163,0.729231
136,37,217,163,0.726327
136,37,217,163,0.727425
136,37,217,163,0.725212
136,37,217,163,0.724082
136,37,217,163,0.731405
136,37,217,163,0.731494
136,37,217,163,0.732637
136,37,217,163,0.724255
136,37,217,163,0.720516
136,37,217,163,0.720372
136,37,217,163,0.713539
136,37,217,163,0.720103
136,37,217,163,0.716162
136,37,217,163,0.711529
136,37,217,163,0.718152
136,37,217,163,0.720337
136,37,217,163,0.709489
136,37,217,163,0.718097
136,37,217,163,0.718749
136,37,217,163,0.718376
136,37,217,163,0.723836
136,37,217,163,0.712558
136,37,217,163,0.712540
136,37,217,163,0.712357
136,37,217,164,0.689528
134,37,215,165,0.639358
134,37,215,165,0.654584
136,37,217,165,0.653068
137,37,218,165,0.663418
137,37,218,164,0.684485
136,37,217,164,0.692020
136,37,217,164,0.699298
136,37,217,164,0.682440
136,37,217,164,0.684161
136,37,217,164,0.681057
137,37,218,164,0.665055
136,37,217,164,0.681930
131,38,213,166,0.638323
125,46,207,174,0.509994
121,52,204,181,0.488867
121,56,203,184,0.483063
124,57,205,184,0.481472
127,56,208,183,0.484407
129,56,210,183,0.474933
129,57,210,183,0.471404
128,57,209,183,0.475912
127,58,208,184,0.480843
127,58,208,184,0.484254
127,59,208,185,0.483785
127,60,208,186,0.486364
127,62,207,187,0.467550
128,67,205,187,0.476572
128,68,205,188,0.477729
128,68,205,188,0.480148
128,68,205,188,0.476990
128,68,205,188,0.482644
127,67,204,188,0.483220
123,63,202,187,0.495120
116,59,197,186,0.476483
113,56,194,184,0.496502
111,54,192,183,0.522856
110,52,191,182,0.522906
108,48,189,177,0.568316
105,47,185,175,0.603238
103,46,183,174,0.586117
102,46,181,173,0.599404
102,46,181,173,0.596574
102,46,181,173,0.598336
103,46,182,174,0.593634
103,46,184,176,0.606028
107,45,189,177,0.586518
113,44,198,180,0.561872
120,42,207,182,0.535746
127,40,216,184,0.530387
133,40,222,184,0.544699
134,40,223,184,0.552875
133,40,222,184,0.553224
132,40,221,184,0.550526
